movieId,avg_movie_rating,rating_count
270,3.2727273,11.0
271,3.5,4.0
272,4.212121,33.0
273,3.125,32.0
274,3.25,4.0
275,3.05,10.0
276,3.06,25.0
277,3.224138,58.0
278,3.6,5.0
279,4.125,8.0
280,3.5952382,21.0
281,3.9473684,19.0
282,3.4642856,56.0
283,3.5,2.0
287,3.4,5.0
288,3.24183,153.0
289,3.357143,14.0
290,3.8448277,29.0
292,3.4299364,157.0
293,4.1033654,208.0
294,3.6666667,3.0
295,3.625,4.0
296,4.219439,499.0
298,3.0,1.0
299,3.625,12.0
300,3.7564104,117.0
301,3.5,1.0
302,3.4285715,7.0
303,3.0666666,30.0
304,2.0,1.0
305,2.6388888,18.0
306,3.9189188,37.0
307,4.0,34.0
308,3.7738094,42.0
309,3.0,1.0
310,1.0,1.0
311,1.0,1.0
312,2.4,5.0
313,2.3333333,3.0
314,4.3636365,22.0
315,3.04717,53.0
316,3.3700564,177.0
317,2.9269662,89.0
318,4.438716,514.0
319,3.618421,38.0
320,3.6666667,3.0
321,3.7857144,7.0
322,3.6785715,14.0
324,4.0,1.0
325,2.6666667,3.0
326,3.8333333,6.0
327,2.7631578,38.0
328,3.25,8.0
329,3.3090277,144.0
330,3.0,7.0
331,3.5,2.0
332,2.7222223,9.0
333,3.5333333,60.0
334,4.5,8.0
335,3.5,2.0
336,3.4,5.0
337,3.9141414,99.0
338,2.75,24.0
339,3.536232,138.0
340,3.2083333,12.0
342,3.3714285,70.0
343,2.3,5.0
344,2.8768115,207.0
345,3.7413793,58.0
346,3.3,10.0
347,3.25,6.0
348,3.6170213,47.0
349,3.6232395,142.0
350,3.51875,80.0
351,3.3809524,21.0
352,3.2,5.0
353,3.445055,91.0
354,3.3333333,6.0
355,2.375,48.0
356,4.0590553,508.0
357,3.575188,133.0
358,3.2142856,7.0
359,2.3333333,3.0
360,2.875,8.0
361,3.0416667,24.0
362,3.2674417,43.0
363,3.6,5.0
364,3.8645484,299.0
365,2.7692308,13.0
366,2.75,16.0
367,3.2640188,214.0
368,3.2857144,70.0
369,3.1153846,13.0
370,3.0,71.0
371,3.1904762,21.0
372,3.2333333,60.0
373,3.642857,21.0
374,2.4642856,28.0
375,5.0,1.0
376,3.2589285,56.0
377,3.493617,235.0
378,3.1,10.0
379,2.55,30.0
380,3.390244,246.0
381,3.3888888,27.0
382,2.92,25.0
383,3.58,25.0
384,2.5,4.0
385,4.0,1.0
386,3.0,2.0
387,2.2857144,7.0
388,4.0,2.0
390,2.6666667,3.0
391,3.25,2.0
392,4.75,2.0
393,1.4285715,7.0
394,3.0,1.0
405,2.3035715,28.0
407,3.642857,14.0
408,2.0,1.0
409,3.3333333,3.0
410,3.1263158,95.0
412,3.575,20.0
413,2.7741935,31.0
414,2.2,5.0
415,2.9047618,21.0
416,2.375,12.0
417,3.631579,19.0
418,2.0,3.0
419,2.5,20.0
420,2.8521128,71.0
421,3.2,5.0
422,3.6666667,9.0
423,2.9705882,17.0
424,3.1875,8.0
425,4.0,4.0
426,2.9411764,17.0
427,2.375,16.0
428,4.017857,28.0
429,2.2,5.0
431,3.9339623,53.0
432,2.6296296,54.0
433,3.2142856,7.0
434,3.027972,143.0
435,2.6813188,91.0
436,2.6111112,9.0
437,2.142857,7.0
438,3.25,8.0
440,3.535294,85.0
441,3.6454546,55.0
442,2.9226804,97.0
443,3.2,5.0
444,2.5,4.0
445,2.75,10.0
446,4.0,22.0
448,3.71875,16.0
449,3.7142856,7.0
450,3.4583333,24.0
451,3.6666667,3.0
452,4.5,4.0
453,3.4,5.0
454,3.4663866,119.0
455,2.590909,55.0
456,4.125,4.0
457,4.0069203,289.0
458,3.0,5.0
459,2.625,4.0
460,2.3333333,3.0
461,4.3333335,3.0
462,3.0,1.0
463,3.1666667,3.0
464,2.857143,14.0
465,3.3,5.0
466,3.0958905,73.0
467,2.8,5.0
468,3.054054,37.0
469,3.35,10.0
470,2.5,2.0
471,3.7,60.0
472,2.3333333,3.0
473,2.5833333,6.0
474,3.7067308,104.0
475,3.6842105,57.0
477,3.6785715,28.0
478,2.0,1.0
479,3.5,7.0
480,3.6679688,384.0
481,3.1833334,30.0
482,3.7222223,9.0
484,3.25,8.0
485,2.7922077,77.0
486,2.9285715,7.0
487,2.3333333,3.0
488,2.6666667,3.0
489,3.2222223,9.0
490,3.0,9.0
491,3.5789473,38.0
492,4.173913,23.0
493,3.6578948,19.0
494,3.2407408,54.0
495,3.75,4.0
496,2.5,2.0
497,3.7115386,52.0
498,3.25,2.0
500,3.3725963,208.0
501,4.071429,14.0
502,2.173913,23.0
504,3.6666667,9.0
505,2.2777777,9.0
506,3.25,4.0
507,3.7058823,17.0
508,3.7109375,128.0
509,3.4753087,81.0
510,3.6,5.0
511,3.142857,7.0
512,2.5,5.0
513,2.3333333,6.0
514,3.5925925,27.0
515,4.054348,46.0
516,3.3235295,17.0
517,2.9772727,22.0
518,3.1,5.0
519,2.0689654,29.0
520,3.1489363,94.0
521,4.375,8.0
522,3.3333333,6.0
523,3.3333333,6.0
524,3.4210527,38.0
525,3.25,2.0
526,2.5,2.0
527,4.2616706,407.0
528,3.0714285,7.0
529,3.8125,48.0
531,3.6222222,45.0
532,3.0344827,29.0
533,3.0294118,17.0
534,4.0208335,24.0
535,3.6304348,23.0
536,5.0,1.0
537,2.375,8.0
538,3.3809524,21.0
539,3.4461079,167.0
540,2.357143,28.0
541,4.1077237,246.0
542,2.7,15.0
543,3.115942,69.0
544,3.2857144,7.0
546,2.55,30.0
547,2.75,4.0
548,3.0,15.0
549,3.4,5.0
550,3.0,22.0
551,3.6523438,128.0
552,3.2083333,84.0
553,3.8253012,83.0
554,3.0,2.0
555,3.8072917,96.0
556,3.75,8.0
558,2.95,10.0
559,3.0,1.0
561,3.0,1.0
562,3.6304348,23.0
563,3.5,2.0
564,3.0,2.0
565,3.5833333,6.0
566,3.0,1.0
567,3.0,4.0
568,4.0,1.0
569,2.6,5.0
571,5.0,1.0
573,3.5,2.0
574,3.55,10.0
575,2.95,20.0
577,3.25,6.0
580,3.0,2.0
581,4.1153846,13.0
582,2.0,1.0
585,2.7777777,54.0
586,3.3471503,193.0
587,3.4714286,175.0
588,3.7361112,252.0
589,3.9666667,330.0
590,3.7291667,240.0
592,3.5607288,247.0
593,4.1121283,437.0
594,3.4789474,95.0
595,3.59375,240.0
596,3.485294,68.0
597,3.4014423,208.0
599,4.075,20.0
600,1.0,1.0
601,1.0,1.0
602,4.0,1.0
605,3.3333333,24.0
606,3.2,5.0
608,4.0456204,274.0
609,3.2142856,14.0
610,3.5925925,27.0
611,2.3125,8.0
612,2.375,4.0
613,3.6,10.0
614,1.5,2.0
615,4.3333335,3.0
616,3.265625,32.0
617,3.0,1.0
619,3.3333333,3.0
621,4.5,1.0
626,2.8333333,6.0
627,3.5,8.0
628,3.752809,89.0
630,5.0,1.0
631,2.75,18.0
632,2.0,1.0
633,2.0,2.0
634,4.0,2.0
635,3.0833333,6.0
637,2.3703704,27.0
638,3.0,1.0
639,2.5,8.0
640,3.0,9.0
645,4.0,1.0
647,3.64,50.0
648,3.3856502,223.0
650,3.2142856,7.0
652,3.0,1.0
653,3.1666667,69.0
656,3.0,5.0
659,4.25,4.0
661,3.2575758,66.0
662,3.3125,8.0
663,3.6190476,21.0
664,2.0,1.0
665,3.75,4.0
666,3.0,1.0
667,2.5714285,7.0
668,4.0,7.0
670,4.5,2.0
671,3.7916667,36.0
673,2.738806,67.0
674,2.8421052,19.0
678,3.9375,8.0
680,2.6666667,3.0
681,3.75,2.0
682,3.0,1.0
685,3.0,1.0
688,2.5769231,13.0
690,4.0,1.0
691,3.8,5.0
692,1.0,2.0
694,3.4545455,11.0
695,4.4,5.0
697,2.9375,8.0
700,3.2916667,12.0
702,4.3,5.0
703,2.6666667,3.0
704,2.7916667,12.0
705,4.0,2.0
707,3.2083333,24.0
708,3.2696629,89.0
709,3.5277777,18.0
710,3.2,5.0
711,2.6,15.0
714,3.4722223,18.0
715,2.8,5.0
716,5.0,1.0
718,3.357143,7.0
719,2.9305556,36.0
720,4.1511626,43.0
722,4.0,1.0
724,3.2870371,54.0
725,2.5555556,9.0
726,2.6,5.0
728,3.8888888,18.0
731,3.4,5.0
732,3.0,2.0
733,3.6176472,170.0
735,3.4166667,6.0
736,3.1203208,187.0
737,2.03125,16.0
741,4.0869565,69.0
742,2.375,8.0
743,2.4807692,26.0
745,4.05625,80.0
747,2.375,8.0
748,3.4545455,22.0
750,4.286982,169.0
753,4.0,2.0
754,3.0,1.0
755,3.625,4.0
757,4.0,1.0
759,4.5,2.0
760,3.4,5.0
761,2.264706,17.0
762,2.5333333,45.0
764,2.75,2.0
765,3.0,31.0
766,3.9166667,6.0
767,5.0,1.0
769,3.0,1.0
771,3.0,1.0
775,3.3333333,3.0
778,4.063158,190.0
779,2.6,5.0
780,3.4580536,298.0
781,3.3181818,11.0
782,2.7857144,7.0
783,3.4207318,82.0
784,2.7432432,74.0
785,3.375,64.0
786,2.9894736,95.0
788,2.8090909,110.0
793,4.0,1.0
795,3.0,1.0
798,2.5,12.0
799,3.5657895,38.0
800,3.9571428,35.0
801,2.3888888,9.0
802,3.4805195,77.0
803,4.1,5.0
804,2.857143,14.0
805,3.8,65.0
806,2.125,4.0
808,2.875,4.0
809,3.25,4.0
810,2.1363637,11.0
813,3.0,3.0
816,5.0,1.0
818,3.2,15.0
823,3.0,2.0
824,4.0,1.0
828,3.3888888,9.0
829,2.75,8.0
830,3.3461537,39.0
831,5.0,1.0
832,3.4666667,75.0
833,2.75,4.0
834,3.0,2.0
835,3.0,10.0
836,2.7708333,24.0
837,3.9807692,26.0
838,3.8723404,47.0
839,2.8695652,23.0
840,1.875,4.0
841,4.0,4.0
842,3.0416667,12.0
844,4.3333335,3.0
846,0.5,1.0
847,5.0,1.0
848,3.7727273,11.0
849,2.7596154,52.0
850,4.0,1.0
851,3.375,12.0
852,3.1517856,56.0
856,2.5,1.0
858,4.3772187,338.0
860,3.5,7.0
861,3.45,10.0
862,1.0,1.0
865,4.0,3.0
866,3.5357144,42.0
867,1.25,4.0
869,3.5833333,6.0
870,2.6666667,3.0
872,3.0,1.0
875,3.25,2.0
876,3.125,4.0
877,3.25,2.0
879,2.6538463,13.0
880,2.5535715,28.0
881,2.375,4.0
882,2.6666667,3.0
884,3.0,1.0
885,2.125,8.0
886,3.0416667,12.0
889,5.0,1.0
891,2.5769231,13.0
892,4.0625,8.0
893,4.3,5.0
896,4.5,1.0
897,3.3,5.0
898,4.081081,37.0
899,4.17,50.0
900,3.9782608,23.0
901,4.0,5.0
902,3.9605262,38.0
903,4.2731957,97.0
904,4.1131387,137.0
905,4.0689654,29.0
906,4.107143,14.0
907,4.071429,7.0
908,4.2649574,117.0
909,4.1,35.0
910,4.0928574,70.0
911,3.6,15.0
912,4.193939,165.0
913,4.2011495,87.0
914,3.8985507,69.0
915,3.4038463,26.0
916,4.0,38.0
917,3.5,6.0
918,3.9285715,14.0
919,3.997006,167.0
920,3.8235295,85.0
921,4.0666666,15.0
922,4.4605265,38.0
923,4.0603447,116.0
924,3.9942858,175.0
926,4.224138,29.0
927,3.6,5.0
928,4.2380953,21.0
929,4.0,5.0
930,4.2272725,33.0
931,3.9615386,13.0
932,3.5333333,15.0
933,3.7096775,31.0
934,3.4047618,21.0
935,4.1,5.0
936,3.909091,11.0
937,4.0833335,6.0
938,3.55,10.0
940,4.0833335,24.0
941,3.2,5.0
942,3.8214285,14.0
943,3.9230769,13.0
944,3.8333333,12.0
945,4.214286,7.0
946,4.25,8.0
947,4.1875,8.0
948,3.75,10.0
949,3.5833333,6.0
950,4.05,20.0
951,3.8448277,29.0
952,3.5714285,14.0
953,4.1904764,84.0
954,3.6666667,30.0
955,3.9571428,35.0
956,2.5,2.0
957,4.0,2.0
958,3.0,1.0
959,3.3333333,3.0
960,3.5,2.0
963,3.6666667,3.0
964,4.0,1.0
965,3.9615386,26.0
966,2.0,1.0
967,3.0,1.0
968,3.7843137,51.0
969,4.254717,53.0
970,2.5,1.0
971,3.868421,19.0
972,2.5,1.0
973,3.5,6.0
976,2.0,3.0
982,4.0,3.0
984,1.0,1.0
986,3.9166667,12.0
987,2.5,3.0
988,3.0,4.0
990,3.0,2.0
991,3.1875,8.0
992,1.0,1.0
994,3.984375,32.0
996,3.0833333,18.0
998,3.642857,7.0
999,3.340909,22.0
1000,5.0,1.0
1002,3.0,1.0
1003,3.2857144,7.0
1004,2.85,10.0
1005,2.05,10.0
1006,3.0625,8.0
1007,2.375,8.0
1008,3.0,4.0
1009,3.2777777,18.0
1010,3.1,20.0
1011,2.6666667,9.0
1012,3.75,10.0
1013,3.4166667,30.0
1014,3.7142856,7.0
1015,3.175,20.0
1016,3.357143,7.0
1017,3.7045455,22.0
1018,3.5,7.0
1019,3.484375,32.0
1020,3.2096775,31.0
1021,2.775,20.0
1022,3.6981132,53.0
1023,3.764706,17.0
1024,3.1111112,9.0
1025,3.5689654,29.0
1027,3.397436,39.0
1028,3.7356322,87.0
1029,3.35,50.0
1030,2.9375,24.0
1031,3.368421,19.0
1032,3.6538463,52.0
1033,3.5384614,26.0
1034,3.1153846,13.0
1035,3.8833334,90.0
1036,4.002041,245.0
1037,2.8783784,37.0
1038,2.0,1.0
1041,4.030303,33.0
1042,3.2307692,39.0
1043,2.3,5.0
1044,2.4,5.0
1046,4.75,2.0
1047,3.392857,42.0
1049,3.4565217,23.0
1050,3.8333333,6.0
1051,3.5555556,9.0
1053,3.5,1.0
1054,3.3,5.0
1055,3.5,4.0
1056,3.75,4.0
1057,3.5833333,18.0
1059,3.4714286,70.0
1060,3.9134614,52.0
1061,3.6938775,49.0
1063,2.5,2.0
1066,4.142857,7.0
1067,5.0,2.0
1068,3.8333333,3.0
1069,4.4,5.0
1073,3.7905405,148.0
1075,3.0,1.0
1076,4.5,2.0
1077,3.8333333,42.0
1078,3.94,25.0
1079,3.8,105.0
1080,3.848,125.0
1081,3.2083333,12.0
1082,3.6818182,11.0
1083,3.4,5.0
1084,3.9761906,42.0
1085,3.5,4.0
1086,4.133333,30.0
1087,4.0,2.0
1088,3.1933334,75.0
1089,4.1303315,211.0
1090,3.7990654,107.0
1091,2.6875,32.0
1092,3.452381,63.0
1093,3.0394738,38.0
1094,3.695122,82.0
1095,3.7564104,39.0
1096,4.1153846,26.0
1097,3.67757,214.0
1098,3.0,1.0
1099,3.5,11.0
1100,2.8333333,21.0
1101,3.2969925,133.0
1103,3.5892856,28.0
1104,4.0,37.0
1105,1.0,1.0
1107,1.0,1.0
1111,4.423077,13.0
1112,3.0,1.0
1113,3.6666667,3.0
1114,3.4,5.0
1117,3.75,2.0
1119,4.0,1.0
1120,3.5625,48.0
1123,1.0,1.0
1124,4.133333,15.0
1125,3.5588236,34.0
1126,2.1923077,13.0
1127,3.7168674,83.0
1128,3.2083333,12.0
1129,3.5916667,60.0
1130,3.1,15.0
1131,4.071429,21.0
1132,4.117647,17.0
1134,3.0,1.0
1135,2.6666667,21.0
1136,4.125523,239.0
1137,5.0,1.0
1145,3.0,1.0
1147,4.0,19.0
1148,4.0272727,110.0
1149,2.0,1.0
1150,3.7222223,9.0
1151,3.75,2.0
1154,3.0,1.0
1161,4.1666665,3.0
1162,4.5,4.0
1163,3.6666667,3.0
1167,3.0,4.0
1168,1.0,1.0
1169,4.0,1.0
1170,2.5,2.0
1171,3.53125,16.0
1172,4.1320753,53.0
1173,2.925,20.0
1175,4.1,40.0
1176,3.8636363,11.0
1177,4.1,10.0
1178,4.293103,29.0
1179,3.640625,32.0
1180,4.3333335,3.0
1181,4.0,1.0
1183,3.522472,89.0
1184,4.25,4.0
1185,3.9871795,39.0
1186,3.5714285,35.0
1187,4.125,4.0
1188,3.8285713,35.0
1189,4.25,16.0
1190,3.65,10.0
1191,3.0,9.0
1192,4.1875,8.0
1193,4.2697096,241.0
1194,3.3333333,12.0
1196,4.092208,385.0
1197,4.111607,224.0
1198,4.064516,341.0
1199,4.120482,83.0
1200,4.164865,185.0
1201,4.1583333,120.0
1202,3.5769231,13.0
1203,4.1372547,102.0
1204,4.1594205,69.0
1206,4.1122994,187.0
1207,4.164835,91.0
1208,4.0709457,148.0
1209,4.12069,29.0
1210,4.067989,353.0
1211,4.263158,19.0
1212,3.8942308,52.0
1213,4.1973095,223.0
1214,4.1367345,245.0
1215,3.6933334,75.0
1216,3.8888888,9.0
1217,4.2272725,33.0
1218,4.3,10.0
1219,4.1,135.0
1220,3.8155737,122.0
1221,4.1625614,203.0
1222,4.0248446,161.0
1223,4.1372547,51.0
1224,4.105263,38.0
1225,4.1106195,113.0
1226,3.9642856,14.0
1227,3.7575758,33.0
1228,4.105263,57.0
1230,4.004717,106.0
1231,3.7272727,44.0
1232,3.9,10.0
1233,4.1411767,85.0
1234,4.2371135,97.0
1235,4.081395,43.0
1236,4.0,2.0
1237,4.16,25.0
1238,4.230769,13.0
1240,3.8535564,239.0
1241,2.909091,11.0
1242,4.0422535,71.0
1243,3.7058823,17.0
1244,4.090909,66.0
1245,3.952381,42.0
1246,3.8986928,153.0
1247,4.0307016,114.0
1248,4.1,20.0
1249,3.971698,53.0
1250,4.0915494,71.0
1251,3.5789473,19.0
1252,4.12766,94.0
1253,3.8625,40.0
1254,4.0576925,26.0
1255,3.2307692,13.0
1256,4.0694447,36.0
1257,4.0,26.0
1258,4.0785713,210.0
1259,3.949367,158.0
1260,4.080645,31.0
1261,3.8877552,49.0
1262,4.126984,63.0
1263,3.8985507,69.0
1264,3.7333333,15.0
1265,3.9023905,251.0
1266,4.1490383,104.0
1267,4.0634923,63.0
1268,3.8095238,21.0
1269,4.0,42.0
1270,4.0109377,320.0
1271,3.847826,46.0
1272,4.1595745,47.0
1273,4.285714,14.0
1274,3.982143,56.0
1275,3.837838,74.0
1276,4.1571426,70.0
1277,3.6153846,26.0
1278,3.9369369,111.0
1279,3.9705882,17.0
1280,4.0833335,12.0
1281,3.875,28.0
1282,3.6944444,72.0
1283,4.1944447,18.0
1284,4.233333,30.0
1285,3.6478872,71.0
1286,3.6538463,13.0
1287,3.7578125,64.0
1288,3.970297,101.0
1289,4.105263,19.0
1290,3.2307692,13.0
1291,3.9356222,233.0
1292,4.0641026,39.0
1293,3.6694915,59.0
1295,3.5,17.0
1296,4.042857,35.0
1297,3.4,20.0
1298,3.5555556,36.0
1299,4.0609756,41.0
1300,3.7045455,22.0
1301,3.868421,19.0
1302,3.898734,79.0
1303,4.02,25.0
1304,4.1043954,91.0
1305,3.7045455,22.0
1306,3.35,10.0
1307,3.766187,139.0
1310,4.75,4.0
1311,2.5,2.0
1312,4.0,3.0
1320,3.2631578,76.0
1321,3.67,50.0
1322,1.5,2.0
1323,1.6666666,3.0
1324,2.0,1.0
1325,1.5,2.0
1326,2.25,2.0
1327,3.0555556,18.0
1328,2.25,4.0
1329,3.5,2.0
1330,3.25,6.0
1332,2.6666667,3.0
1333,3.8243244,74.0
1334,3.3846154,13.0
1335,1.5,2.0
1336,2.1666667,3.0
1337,2.8,5.0
1339,3.612903,62.0
1340,4.111111,9.0
1341,3.5,2.0
1342,3.368421,19.0
1343,3.5,39.0
1344,3.625,20.0
1345,3.5357144,56.0
1346,2.8333333,9.0
1347,3.1744187,43.0
1348,3.575,20.0
1350,3.6290324,31.0
1351,2.0,2.0
1352,1.8333334,3.0
1353,3.0,11.0
1354,3.5757575,33.0
1355,3.0714285,7.0
1356,3.4956522,115.0
1357,3.9803922,51.0
1358,3.8541667,72.0
1359,2.3695652,23.0
1360,3.0,1.0
1361,4.0555553,9.0
1363,3.2,10.0
1365,3.142857,7.0
1366,3.7916667,12.0
1367,3.1181817,55.0
1369,3.75,2.0
1370,3.5344827,87.0
1371,3.0769231,65.0
1372,3.3783784,74.0
1373,2.784091,44.0
1374,3.766355,107.0
1375,3.2142856,49.0
1376,3.6728394,81.0
1377,3.1627908,86.0
1378,3.195122,41.0
1379,3.125,20.0
1380,3.4787233,94.0
1381,1.8333334,15.0
1382,2.3125,8.0
1383,2.5,2.0
1384,5.0,1.0
1385,3.212766,47.0
1387,3.914179,134.0
1388,2.1730769,26.0
1389,1.0625,8.0
1390,3.142857,7.0
1391,2.9954545,110.0
1392,3.25,12.0
1393,3.513986,143.0
1394,3.764706,68.0
1395,3.5,9.0
1396,3.556338,71.0
1398,4.0,8.0
1399,3.5,9.0
1401,3.1,5.0
1404,4.0,2.0
1405,2.6875,48.0
1406,5.0,1.0
1407,3.3316326,98.0
1408,3.7532468,77.0
1409,3.012195,41.0
1410,2.5,6.0
1411,4.117647,34.0
1413,3.0,1.0
1414,2.9285715,7.0
1416,2.8541667,24.0
1417,2.5833333,6.0
1419,3.8333333,6.0
1421,4.5,1.0
1422,2.892857,14.0
1423,5.0,1.0
1425,2.4,5.0
1427,2.0,3.0
1428,3.0,1.0
1429,3.2380953,21.0
1430,3.0,1.0
1431,2.8235295,17.0
1432,3.8,5.0
1436,3.5,2.0
1437,3.5,2.0
1438,2.5,35.0
1439,3.0,2.0
1440,2.625,4.0
1441,3.6607144,28.0
1442,2.8888888,9.0
1445,1.75,4.0
1446,4.2941175,17.0
1447,3.142857,7.0
1449,3.953125,32.0
1450,3.4166667,6.0
1453,2.6,5.0
1454,4.0,4.0
1455,5.0,1.0
1456,2.0,5.0
1457,3.4545455,11.0
1458,3.3333333,3.0
1459,3.3947368,19.0
1460,2.25,4.0
1461,2.6666667,15.0
1463,3.3333333,3.0
1464,4.138889,18.0
1465,3.142857,7.0
1466,3.852459,61.0
1468,2.0,5.0
1471,5.0,1.0
1472,3.0,4.0
1474,2.142857,7.0
1475,3.25,4.0
1476,3.4848485,33.0
1479,3.2325583,43.0
1480,3.5416667,12.0
1482,2.875,4.0
1483,2.6363637,22.0
1484,4.2,5.0
1485,3.4025424,118.0
1487,3.1363637,11.0
1488,3.0357144,14.0
1489,4.0,1.0
1490,1.75,2.0
1493,4.0,1.0
1495,1.5,4.0
1496,2.5,2.0
1497,1.875,4.0
1498,2.857143,7.0
1499,2.2142856,42.0
1500,3.9096386,83.0
1501,2.25,2.0
1503,3.8333333,3.0
1504,4.0,1.0
1507,4.0,1.0
1508,5.0,1.0
1509,3.0,1.0
1513,3.1463416,41.0
1514,4.0,1.0
1515,2.7941177,17.0
1516,3.0,3.0
1517,3.516129,124.0
1518,3.4210527,19.0
1520,2.0,1.0
1523,4.25,2.0
1525,1.0,1.0
